C:\Users\admin\anaconda3\envs\folktales\Lib\site-packages\torch\_refs\__init__.py:4919: UserWarning: expandable_segments not supported on this platform (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\builder\windows\pytorch\c10/cuda/CUDAAllocatorConfig.h:28.)
  return torch.empty_permuted(
CUDA device: NVIDIA GeForce GTX 1650
CUDA compute capability: (7, 5)
AMP dtype: torch.float16
Vocab size: 8,192
Model config: {'sequence_len': 256, 'vocab_size': 8192, 'n_layer': 2, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 128, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 1,048,576
  value_embeds            : 1,048,576
  lm_head                 : 1,048,576
  transformer_matrices    : 393,280
  scalars                 : 4
  total                   : 3,539,012
Estimated FLOPs per token: 9.437568e+06
Scaling AdamW LRs by 1/sqrt(128/768) = 2.449490
Data: train/val split already exists
Time budget: 300s
Gradient accumulation steps: 1
Device: cuda

step 00000 (0.0%) | loss: 9.011062 | lrm: 0.00 | dt: 290ms | tok/sec: 3,527 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 01516 (47.0%) | loss: 4.356890 | lrm: 1.00 | dt: 103ms | tok/sec: 9,953 | mfu: 0.0% | epoch: 1 | remaining: 159s    
step 01517 (47.0%) | loss: 4.327292 | lrm: 1.00 | dt: 87ms | tok/sec: 11,718 | mfu: 0.0% | epoch: 1 | remaining: 159s    
step 01518 (47.0%) | loss: 4.303785 | lrm: 1.00 | dt: 95ms | tok/sec: 10,808 | mfu: 0.0% | epoch: 1 | remaining: 159s    
step 01519 (47.0%) | loss: 4.296695 | lrm: 1.00 | dt: 92ms | tok/sec: 11,122 | mfu: 0.0% | epoch: 1 | remaining: 159s    
step 01520 (47.1%) | loss: 4.308631 | lrm: 1.00 | dt: 90ms | tok/sec: 11,385 | mfu: 0.0% | epoch: 1 | remaining: 159s    
step 01521 (47.1%) | loss: 4.327181 | lrm: 1.00 | dt: 86ms | tok/sec: 11,857 | mfu: 0.0% | epoch: 1 | remaining: 159s    
step 01522 (47.1%) | loss: 4.363608 | lrm: 1.00 | dt: 96ms | tok/sec: 10,617 | mfu: 0.0% | epoch: 1 | remaining: 159s    
step 01523 (47.2%) | loss: 4.398786 | lrm: 1.00 | dt: 91ms | tok/sec: 11,308 | mfu: 0.0% | epoch: 1 | remaining: 158s    
step 01524 (47.2%) | loss: 4.420189 | lrm: 1.00 | dt: 83ms | tok/sec: 12,378 | mfu: 0.0% | epoch: 1 | remaining: 158s    
step 01525 (47.2%) | loss: 4.448476 | lrm: 1.00 | dt: 101ms | tok/sec: 10,153 | mfu: 0.0% | epoch: 1 | remaining: 158s    
step 01526 (47.3%) | loss: 4.512982 | lrm: 1.00 | dt: 92ms | tok/sec: 11,070 | mfu: 0.0% | epoch: 1 | remaining: 158s    
step 01527 (47.3%) | loss: 4.580422 | lrm: 1.00 | dt: 91ms | tok/sec: 11,299 | mfu: 0.0% | epoch: 1 | remaining: 158s    
step 01528 (47.3%) | loss: 4.650373 | lrm: 1.00 | dt: 78ms | tok/sec: 13,205 | mfu: 0.0% | epoch: 1 | remaining: 158s    
step 01529 (47.3%) | loss: 4.705551 | lrm: 1.00 | dt: 113ms | tok/sec: 9,095 | mfu: 0.0% | epoch: 1 | remaining: 158s    
step 01530 (47.4%) | loss: 4.750631 | lrm: 1.00 | dt: 99ms | tok/sec: 10,331 | mfu: 0.0% | epoch: 1 | remaining: 158s    
step 01531 (47.4%) | loss: 4.788071 | lrm: 1.00 | dt: 92ms | tok/sec: 11,184 | mfu: 0.0% | epoch: 1 | remaining: 158s    
step 01532 (47.4%) | loss: 4.800441 | lrm: 1.00 | dt: 94ms | tok/sec: 10,945 | mfu: 0.0% | epoch: 1 | remaining: 158s    
step 01533 (47.5%) | loss: 4.842076 | lrm: 1.00 | dt: 92ms | tok/sec: 11,105 | mfu: 0.0% | epoch: 1 | remaining: 157s    
step 01534 (47.5%) | loss: 4.829262 | lrm: 1.00 | dt: 97ms | tok/sec: 10,565 | mfu: 0.0% | epoch: 1 | remaining: 157s    
step 01535 (47.5%) | loss: 4.847632 | lrm: 1.00 | dt: 103ms | tok/sec: 9,915 | mfu: 0.0% | epoch: 1 | remaining: 157s    
step 01536 (47.6%) | loss: 4.871472 | lrm: 1.00 | dt: 94ms | tok/sec: 10,866 | mfu: 0.0% | epoch: 1 | remaining: 157s    
step 01537 (47.6%) | loss: 4.898914 | lrm: 1.00 | dt: 93ms | tok/sec: 11,070 | mfu: 0.0% | epoch: 1 | remaining: 157s    
step 01538 (47.6%) | loss: 4.910651 | lrm: 1.00 | dt: 84ms | tok/sec: 12,130 | mfu: 0.0% | epoch: 1 | remaining: 157s    
step 01539 (47.7%) | loss: 4.898868 | lrm: 1.00 | dt: 99ms | tok/sec: 10,323 | mfu: 0.0% | epoch: 1 | remaining: 157s    
step 01540 (47.7%) | loss: 4.907069 | lrm: 1.00 | dt: 91ms | tok/sec: 11,250 | mfu: 0.0% | epoch: 1 | remaining: 157s    
step 01541 (47.7%) | loss: 4.897588 | lrm: 1.00 | dt: 93ms | tok/sec: 10,965 | mfu: 0.0% | epoch: 1 | remaining: 157s    
step 01542 (47.8%) | loss: 4.904982 | lrm: 1.00 | dt: 94ms | tok/sec: 10,861 | mfu: 0.0% | epoch: 1 | remaining: 157s    
step 01543 (47.8%) | loss: 4.881947 | lrm: 1.00 | dt: 99ms | tok/sec: 10,377 | mfu: 0.0% | epoch: 1 | remaining: 157s    
step 01544 (47.8%) | loss: 4.883273 | lrm: 1.00 | dt: 91ms | tok/sec: 11,240 | mfu: 0.0% | epoch: 1 | remaining: 156s    
step 01545 (47.9%) | loss: 4.876048 | lrm: 1.00 | dt: 100ms | tok/sec: 10,214 | mfu: 0.0% | epoch: 1 | remaining: 156s    
step 01546 (47.9%) | loss: 4.883106 | lrm: 1.00 | dt: 95ms | tok/sec: 10,800 | mfu: 0.0% | epoch: 1 | remaining: 156s    
step 01547 (47.9%) | loss: 4.868042 | lrm: 1.00 | dt: 111ms | tok/sec: 9,218 | mfu: 0.0% | epoch: 1 | remaining: 156s    
step 01548 (48.0%) | loss: 4.875438 | lrm: 1.00 | dt: 102ms | tok/sec: 10,026 | mfu: 0.0% | epoch: 1 | remaining: 156s    
step 01549 (48.0%) | loss: 4.877574 | lrm: 1.00 | dt: 99ms | tok/sec: 10,340 | mfu: 0.0% | epoch: 1 | remaining: 156s    
step 01550 (48.0%) | loss: 4.877621 | lrm: 1.00 | dt: 95ms | tok/sec: 10,785 | mfu: 0.0% | epoch: 1 | remaining: 156s    
step 01551 (48.1%) | loss: 4.855324 | lrm: 1.00 | dt: 80ms | tok/sec: 12,858 | mfu: 0.0% | epoch: 1 | remaining: 156s    
step 01552 (48.1%) | loss: 4.870346 | lrm: 1.00 | dt: 111ms | tok/sec: 9,247 | mfu: 0.0% | epoch: 1 | remaining: 156s    
step 01553 (48.1%) | loss: 4.862019 | lrm: 1.00 | dt: 103ms | tok/sec: 9,899 | mfu: 0.0% | epoch: 1 | remaining: 156s    
step 01554 (48.2%) | loss: 4.841780 | lrm: 1.00 | dt: 100ms | tok/sec: 10,212 | mfu: 0.0% | epoch: 1 | remaining: 155s    
step 01555 (48.2%) | loss: 4.838790 | lrm: 1.00 | dt: 91ms | tok/sec: 11,236 | mfu: 0.0% | epoch: 1 | remaining: 155s    
step 01556 (48.2%) | loss: 4.839996 | lrm: 1.00 | dt: 80ms | tok/sec: 12,822 | mfu: 0.0% | epoch: 1 | remaining: 155s    
step 01557 (48.2%) | loss: 4.833665 | lrm: 1.00 | dt: 96ms | tok/sec: 10,698 | mfu: 0.0% | epoch: 1 | remaining: 155s    
step 01558 (48.3%) | loss: 4.827517 | lrm: 1.00 | dt: 94ms | tok/sec: 10,849 | mfu: 0.0% | epoch: 1 | remaining: 155s    
step 01559 (48.3%) | loss: 4.808186 | lrm: 1.00 | dt: 104ms | tok/sec: 9,823 | mfu: 0.0% | epoch: 1 | remaining: 155s    
step 01560 (48.3%) | loss: 4.807176 | lrm: 1.00 | dt: 92ms | tok/sec: 11,122 | mfu: 0.0% | epoch: 1 | remaining: 155s    
step 01561 (48.4%) | loss: 4.818304 | lrm: 1.00 | dt: 89ms | tok/sec: 11,470 | mfu: 0.0% | epoch: 1 | remaining: 155s    
step 01562 (48.4%) | loss: 4.802416 | lrm: 1.00 | dt: 98ms | tok/sec: 10,443 | mfu: 0.0% | epoch: 1 | remaining: 155s    
step 01563 (48.4%) | loss: 4.781707 | lrm: 1.00 | dt: 92ms | tok/sec: 11,169 | mfu: 0.0% | epoch: 1 | remaining: 155s    
step 01564 (48.5%) | loss: 4.785842 | lrm: 1.00 | dt: 100ms | tok/sec: 10,277 | mfu: 0.0% | epoch: 1 | remaining: 155s    
step 01565 (48.5%) | loss: 4.793021 | lrm: 1.00 | dt: 97ms | tok/sec: 10,589 | mfu: 0.0% | epoch: 1 | remaining: 154s    
step 01566 (48.5%) | loss: 4.787072 | lrm: 1.00 | dt: 100ms | tok/sec: 10,200 | mfu: 0.0% | epoch: 1 | remaining: 154s    
step 01567 (48.6%) | loss: 4.819767 | lrm: 1.00 | dt: 94ms | tok/sec: 10,841 | mfu: 0.0% | epoch: 1 | remaining: 154s    
step 01568 (48.6%) | loss: 4.819118 | lrm: 1.00 | dt: 92ms | tok/sec: 11,157 | mfu: 0.0% | epoch: 1 | remaining: 154s    
step 01569 (48.6%) | loss: 4.825350 | lrm: 1.00 | dt: 103ms | tok/sec: 9,979 | mfu: 0.0% | epoch: 1 | remaining: 154s    
step 01570 (48.7%) | loss: 4.826503 | lrm: 1.00 | dt: 96ms | tok/sec: 10,690 | mfu: 0.0% | epoch: 1 | remaining: 154s    
step 01571 (48.7%) | loss: 4.841955 | lrm: 1.00 | dt: 97ms | tok/sec: 10,523 | mfu: 0.0% | epoch: 1 | remaining: 154s    
step 01572 (48.7%) | loss: 4.840280 | lrm: 1.00 | dt: 95ms | tok/sec: 10,725 | mfu: 0.0% | epoch: 1 | remaining: 154s    
step 01573 (48.8%) | loss: 4.835555 | lrm: 1.00 | dt: 99ms | tok/sec: 10,312 | mfu: 0.0% | epoch: 1 | remaining: 154s    
step 01574 (48.8%) | loss: 4.819138 | lrm: 1.00 | dt: 95ms | tok/sec: 10,798 | mfu: 0.0% | epoch: 1 | remaining: 154s    
step 01575 (48.8%) | loss: 4.821337 | lrm: 1.00 | dt: 101ms | tok/sec: 10,111 | mfu: 0.0% | epoch: 1 | remaining: 153s    
step 01576 (48.9%) | loss: 4.827243 | lrm: 1.00 | dt: 95ms | tok/sec: 10,818 | mfu: 0.0% | epoch: 1 | remaining: 153s    
step 01577 (48.9%) | loss: 4.925557 | lrm: 1.00 | dt: 102ms | tok/sec: 10,072 | mfu: 0.0% | epoch: 1 | remaining: 153s    
step 01578 (48.9%) | loss: 5.061238 | lrm: 1.00 | dt: 101ms | tok/sec: 10,162 | mfu: 0.0% | epoch: 1 | remaining: 153s    
step 01579 (49.0%) | loss: 5.124904 | lrm: 1.00 | dt: 95ms | tok/sec: 10,759 | mfu: 0.0% | epoch: 1 | remaining: 153s    
step 01580 (49.0%) | loss: 5.143823 | lrm: 1.00 | dt: 81ms | tok/sec: 12,691 | mfu: 0.0% | epoch: 1 | remaining: 153s    
step 01581 (49.0%) | loss: 5.148774 | lrm: 1.00 | dt: 113ms | tok/sec: 9,090 | mfu: 0.0% | epoch: 1 | remaining: 153s    
step 01582 (49.1%) | loss: 5.156065 | lrm: 1.00 | dt: 103ms | tok/sec: 9,977 | mfu: 0.0% | epoch: 1 | remaining: 153s    
step 01583 (49.1%) | loss: 5.178946 | lrm: 1.00 | dt: 96ms | tok/sec: 10,672 | mfu: 0.0% | epoch: 1 | remaining: 153s    
step 01584 (49.1%) | loss: 5.142508 | lrm: 1.00 | dt: 94ms | tok/sec: 10,944 | mfu: 0.0% | epoch: 1 | remaining: 153s    
step 01585 (49.1%) | loss: 5.136150 | lrm: 1.00 | dt: 102ms | tok/sec: 10,020 | mfu: 0.0% | epoch: 1 | remaining: 152s    
step 01586 (49.2%) | loss: 5.102659 | lrm: 1.00 | dt: 101ms | tok/sec: 10,157 | mfu: 0.0% | epoch: 1 | remaining: 152s    
step 01587 (49.2%) | loss: 5.092776 | lrm: 1.00 | dt: 90ms | tok/sec: 11,377 | mfu: 0.0% | epoch: 1 | remaining: 152s    
step 01588 (49.2%) | loss: 5.065620 | lrm: 1.00 | dt: 83ms | tok/sec: 12,375 | mfu: 0.0% | epoch: 1 | remaining: 152s    
step 01589 (49.3%) | loss: 5.045901 | lrm: 1.00 | dt: 106ms | tok/sec: 9,646 | mfu: 0.0% | epoch: 1 | remaining: 152s    
step 01590 (49.3%) | loss: 4.988660 | lrm: 1.00 | dt: 94ms | tok/sec: 10,901 | mfu: 0.0% | epoch: 1 | remaining: 152s    
step 01591 (49.3%) | loss: 4.940148 | lrm: 1.00 | dt: 89ms | tok/sec: 11,556 | mfu: 0.0% | epoch: 1 | remaining: 152s    
step 01592 (49.4%) | loss: 4.917721 | lrm: 1.00 | dt: 168ms | tok/sec: 6,112 | mfu: 0.0% | epoch: 1 | remaining: 152s    
step 01593 (49.4%) | loss: 4.895184 | lrm: 1.00 | dt: 128ms | tok/sec: 8,022 | mfu: 0.0% | epoch: 1 | remaining: 152s    
step 01594 (49.5%) | loss: 4.893767 | lrm: 1.00 | dt: 113ms | tok/sec: 9,057 | mfu: 0.0% | epoch: 1 | remaining: 151s    
step 01595 (49.5%) | loss: 4.884909 | lrm: 1.00 | dt: 104ms | tok/sec: 9,869 | mfu: 0.0% | epoch: 1 | remaining: 151s    
step 01596 (49.5%) | loss: 4.914424 | lrm: 1.00 | dt: 112ms | tok/sec: 9,156 | mfu: 0.0% | epoch: 1 | remaining: 151s    
step 01597 (49.6%) | loss: 4.902012 | lrm: 1.00 | dt: 108ms | tok/sec: 9,502 | mfu: 0.0% | epoch: 1 | remaining: 151s    
step 01598 (49.6%) | loss: 4.897383 | lrm: 1.00 | dt: 114ms | tok/sec: 8,979 | mfu: 0.0% | epoch: 1 | remaining: 151s    
step 01599 (49.7%) | loss: 4.882367 | lrm: 1.00 | dt: 101ms | tok/sec: 10,132 | mfu: 0.0% | epoch: 1 | remaining: 151s    
step 01600 (49.7%) | loss: 4.874278 | lrm: 1.00 | dt: 112ms | tok/sec: 9,124 | mfu: 0.0% | epoch: 1 | remaining: 151s    
step 01601 (49.7%) | loss: 4.884028 | lrm: 1.00 | dt: 94ms | tok/sec: 10,893 | mfu: 0.0% | epoch: 1 | remaining: 151s    
step 01602 (49.8%) | loss: 4.896168 | lrm: 1.00 | dt: 92ms | tok/sec: 11,074 | mfu: 0.0% | epoch: 1 | remaining: 151s    
step 01603 (49.8%) | loss: 4.915024 | lrm: 1.00 | dt: 88ms | tok/sec: 11,571 | mfu: 0.0% | epoch: 1 | remaining: 151s    
step 01604 (49.8%) | loss: 4.921452 | lrm: 1.00 | dt: 94ms | tok/sec: 10,912 | mfu: 0.0% | epoch: 1 | remaining: 150s    
step 01605 (49.8%) | loss: 4.907057 | lrm: 1.00 | dt: 98ms | tok/sec: 10,480 | mfu: 0.0% | epoch: 1 | remaining: 150s    
step 01606 (49.9%) | loss: 4.879132 | lrm: 1.00 | dt: 94ms | tok/sec: 10,896 | mfu: 0.0% | epoch: 1 | remaining: 150s    
step 01607 (49.9%) | loss: 4.878446 | lrm: 1.00 | dt: 81ms | tok/sec: 12,708 | mfu: 0.0% | epoch: 1 | remaining: 150s    
step 01608 (49.9%) | loss: 4.889212 | lrm: 1.00 | dt: 103ms | tok/sec: 9,946 | mfu: 0.0% | epoch: 1 | remaining: 150s    
step 01609 (50.0%) | loss: 4.893636 | lrm: 1.00 | dt: 89ms | tok/sec: 11,479 | mfu: 0.0% | epoch: 1 | remaining: 150s    
step 01610 (50.0%) | loss: 4.868856 | lrm: 1.00 | dt: 82ms | tok/sec: 12,449 | mfu: 0.0% | epoch: 1 | remaining: 150s    
step 01611 (50.0%) | loss: 4.873367 | lrm: 1.00 | dt: 119ms | tok/sec: 8,624 | mfu: 0.0% | epoch: 1 | remaining: 150s    
step 01612 (50.1%) | loss: 4.881318 | lrm: 1.00 | dt: 106ms | tok/sec: 9,634 | mfu: 0.0% | epoch: 1 | remaining: 150s    
step 01613 (50.1%) | loss: 4.858615 | lrm: 1.00 | dt: 109ms | tok/sec: 9,387 | mfu: 0.0% | epoch: 1 | remaining: 150s    
step 01614 (50.1%) | loss: 4.834493 | lrm: 1.00 | dt: 94ms | tok/sec: 10,889 | mfu: 0.0% | epoch: 1 | remaining: 149s    
step 01615 (50.2%) | loss: 4.822405 | lrm: 1.00 | dt: 103ms | tok/sec: 9,969 | mfu: 0.0% | epoch: 1 | remaining: 149s    
step 01616 (50.2%) | loss: 4.822340 | lrm: 1.00 | dt: 94ms | tok/sec: 10,951 | mfu: 0.0% | epoch: 1 | remaining: 149s    
step 01617 (50.2%) | loss: 4.815091 | lrm: 1.00 | dt: 97ms | tok/sec: 10,585 | mfu: 0.0% | epoch: 1 | remaining: 149s    
step 01618 (50.3%) | loss: 4.788096 | lrm: 0.99 | dt: 93ms | tok/sec: 10,983 | mfu: 0.0% | epoch: 1 | remaining: 149s    
step 01619 (50.3%) | loss: 4.796462 | lrm: 0.99 | dt: 91ms | tok/sec: 11,275 | mfu: 0.0% | epoch: 1 | remaining: 149s    
step 01620 (50.3%) | loss: 4.763001 | lrm: 0.99 | dt: 94ms | tok/sec: 10,943 | mfu: 0.0% | epoch: 1 | remaining: 149s    
step 01621 (50.4%) | loss: 4.754479 | lrm: 0.99 | dt: 99ms | tok/sec: 10,323 | mfu: 0.0% | epoch: 1 | remaining: 149s    
step 01622 (50.4%) | loss: 4.755007 | lrm: 0.99 | dt: 85ms | tok/sec: 11,992 | mfu: 0.0% | epoch: 1 | remaining: 149s    
step 01623 (50.4%) | loss: 4.772109 | lrm: 0.99 | dt: 103ms | tok/sec: 9,943 | mfu: 0.0% | epoch: 1 | remaining: 149s    
step 01624 (50.5%) | loss: 4.776679 | lrm: 0.99 | dt: 103ms | tok/sec: 9,918 | mfu: 0.0% | epoch: 1 | remaining: 149s    
step 01625 (50.5%) | loss: 4.770394 | lrm: 0.99 | dt: 99ms | tok/sec: 10,379 | mfu: 0.0% | epoch: 1 | remaining: 148s    
step 01626 (50.5%) | loss: 4.794152 | lrm: 0.99 | dt: 90ms | tok/sec: 11,407 | mfu: 0.0% | epoch: 1 | remaining: 148s    
step 01627 (50.6%) | loss: 4.815488 | lrm: 0.99 | dt: 94ms | tok/sec: 10,840 | mfu: 0.0% | epoch: 1 | remaining: 148s    
step 01628 (50.6%) | loss: 4.813592 | lrm: 0.99 | dt: 95ms | tok/sec: 10,760 | mfu: 0.0% | epoch: 1 | remaining: 148s    
step 01629 (50.6%) | loss: 4.804575 | lrm: 0.99 | dt: 95ms | tok/sec: 10,788 | mfu: 0.0% | epoch: 1 | remaining: 148s    
step 01630 (50.6%) | loss: 4.805174 | lrm: 0.99 | dt: 92ms | tok/sec: 11,157 | mfu: 0.0% | epoch: 1 | remaining: 148s    
step 01631 (50.7%) | loss: 4.801316 | lrm: 0.99 | dt: 96ms | tok/sec: 10,650 | mfu: 0.0% | epoch: 1 | remaining: 148s    
step 01632 (50.7%) | loss: 4.819371 | lrm: 0.99 | dt: 103ms | tok/sec: 9,972 | mfu: 0.0% | epoch: 1 | remaining: 148s    
step 01633 (50.7%) | loss: 4.837295 | lrm: 0.99 | dt: 97ms | tok/sec: 10,610 | mfu: 0.0% | epoch: 1 | remaining: 148s    
step 01634 (50.8%) | loss: 4.830480 | lrm: 0.98 | dt: 99ms | tok/sec: 10,336 | mfu: 0.0% | epoch: 1 | remaining: 148s    
step 01635 (50.8%) | loss: 4.836431 | lrm: 0.98 | dt: 107ms | tok/sec: 9,571 | mfu: 0.0% | epoch: 1 | remaining: 147s    
step 01636 (50.8%) | loss: 4.816930 | lrm: 0.98 | dt: 103ms | tok/sec: 9,984 | mfu: 0.0% | epoch: 1 | remaining: 147s    
step 01637 (50.9%) | loss: 4.820020 | lrm: 0.98 | dt: 95ms | tok/sec: 10,790 | mfu: 0.0% | epoch: 1 | remaining: 147s    
step 01638 (50.9%) | loss: 4.825041 | lrm: 0.98 | dt: 97ms | tok/sec: 10,505 | mfu: 0.0% | epoch: 1 | remaining: 147s    
step 01639 (50.9%) | loss: 4.798472 | lrm: 0.98 | dt: 97ms | tok/sec: 10,583 | mfu: 0.0% | epoch: 1 | remaining: 147s    
step 01640 (51.0%) | loss: 4.793453 | lrm: 0.98 | dt: 97ms | tok/sec: 10,589 | mfu: 0.0% | epoch: 1 | remaining: 147s    
step 01641 (51.0%) | loss: 4.800464 | lrm: 0.98 | dt: 93ms | tok/sec: 10,994 | mfu: 0.0% | epoch: 1 | remaining: 147s    
step 01642 (51.0%) | loss: 4.824634 | lrm: 0.98 | dt: 82ms | tok/sec: 12,552 | mfu: 0.0% | epoch: 1 | remaining: 147s    
step 01643 (51.1%) | loss: 4.825274 | lrm: 0.98 | dt: 110ms | tok/sec: 9,276 | mfu: 0.0% | epoch: 1 | remaining: 147s    
step 01644 (51.1%) | loss: 4.834441 | lrm: 0.98 | dt: 82ms | tok/sec: 12,538 | mfu: 0.0% | epoch: 1 | remaining: 147s    
step 01645 (51.1%) | loss: 4.813866 | lrm: 0.98 | dt: 110ms | tok/sec: 9,286 | mfu: 0.0% | epoch: 1 | remaining: 146s    
step 01646 (51.2%) | loss: 4.797376 | lrm: 0.98 | dt: 90ms | tok/sec: 11,359 | mfu: 0.0% | epoch: 1 | remaining: 146s    
step 01647 (51.2%) | loss: 4.776806 | lrm: 0.98 | dt: 82ms | tok/sec: 12,445 | mfu: 0.0% | epoch: 1 | remaining: 146s    
step 01648 (51.2%) | loss: 4.756349 | lrm: 0.98 | dt: 118ms | tok/sec: 8,649 | mfu: 0.0% | epoch: 1 | remaining: 146s    
step 01649 (51.3%) | loss: 4.747892 | lrm: 0.97 | dt: 117ms | tok/sec: 8,766 | mfu: 0.0% | epoch: 1 | remaining: 146s    
step 01650 (51.3%) | loss: 4.728656 | lrm: 0.97 | dt: 139ms | tok/sec: 7,391 | mfu: 0.0% | epoch: 1 | remaining: 146s    
step 01651 (51.3%) | loss: 4.786312 | lrm: 0.97 | dt: 145ms | tok/sec: 7,055 | mfu: 0.0% | epoch: 1 | remaining: 146s    
step 01652 (51.4%) | loss: 4.847742 | lrm: 0.97 | dt: 130ms | tok/sec: 7,881 | mfu: 0.0% | epoch: 1 | remaining: 146s    
step 01653 (51.4%) | loss: 4.893167 | lrm: 0.97 | dt: 106ms | tok/sec: 9,702 | mfu: 0.0% | epoch: 1 | remaining: 146s    
step 01654 (51.5%) | loss: 4.897306 | lrm: 0.97 | dt: 106ms | tok/sec: 9,703 | mfu: 0.0% | epoch: 1 | remaining: 145s    
step 01655 (51.5%) | loss: 4.906046 | lrm: 0.97 | dt: 104ms | tok/sec: 9,826 | mfu: 0.0% | epoch: 1 | remaining: 145s    
step 01656 (51.5%) | loss: 4.937489 | lrm: 0.97 | dt: 95ms | tok/sec: 10,755 | mfu: 0.0% | epoch: 1 | remaining: 145s    
step 01657 (51.6%) | loss: 4.948525 | lrm: 0.97 | dt: 94ms | tok/sec: 10,907 | mfu: 0.0% | epoch: 1 | remaining: 145s    
step 01658 (51.6%) | loss: 4.932691 | lrm: 0.97 | dt: 83ms | tok/sec: 12,385 | mfu: 0.0% | epoch: 1 | remaining: 145s    
step 01659 (51.6%) | loss: 4.942567 | lrm: 0.97 | dt: 103ms | tok/sec: 9,922 | mfu: 0.0% | epoch: 1 | remaining: 145s    
step 01660 (51.7%) | loss: 4.938419 | lrm: 0.97 | dt: 87ms | tok/sec: 11,704 | mfu: 0.0% | epoch: 1 | remaining: 145s    
step 01661 (51.7%) | loss: 4.939827 | lrm: 0.97 | dt: 95ms | tok/sec: 10,734 | mfu: 0.0% | epoch: 1 | remaining: 145s    
step 01662 (51.7%) | loss: 4.923903 | lrm: 0.97 | dt: 97ms | tok/sec: 10,601 | mfu: 0.0% | epoch: 1 | remaining: 145s    
step 01663 (51.8%) | loss: 4.898891 | lrm: 0.96 | dt: 94ms | tok/sec: 10,895 | mfu: 0.0% | epoch: 1 | remaining: 145s    
step 01664 (51.8%) | loss: 4.857249 | lrm: 0.96 | dt: 101ms | tok/sec: 10,171 | mfu: 0.0% | epoch: 1 | remaining: 145s    
step 01665 (51.8%) | loss: 4.835109 | lrm: 0.96 | dt: 95ms | tok/sec: 10,826 | mfu: 0.0% | epoch: 1 | remaining: 144s    
step 01666 (51.9%) | loss: 4.804270 | lrm: 0.96 | dt: 95ms | tok/sec: 10,822 | mfu: 0.0% | epoch: 1 | remaining: 144s    
step 01667 (51.9%) | loss: 4.785385 | lrm: 0.96 | dt: 93ms | tok/sec: 11,033 | mfu: 0.0% | epoch: 1 | remaining: 144s    
step 01668 (51.9%) | loss: 4.768588 | lrm: 0.96 | dt: 98ms | tok/sec: 10,407 | mfu: 0.0% | epoch: 1 | remaining: 144s    
step 01669 (52.0%) | loss: 4.774191 | lrm: 0.96 | dt: 94ms | tok/sec: 10,861 | mfu: 0.0% | epoch: 1 | remaining: 144s    
step 01670 (52.0%) | loss: 4.791757 | lrm: 0.96 | dt: 105ms | tok/sec: 9,719 | mfu: 0.0% | epoch: 1 | remaining: 144s    
step 01671 (52.0%) | loss: 4.781970 | lrm: 0.96 | dt: 85ms | tok/sec: 12,060 | mfu: 0.0% | epoch: 1 | remaining: 144s    
step 01672 (52.1%) | loss: 4.753504 | lrm: 0.96 | dt: 102ms | tok/sec: 10,071 | mfu: 0.0% | epoch: 1 | remaining: 144s    
step 01673 (52.1%) | loss: 4.752310 | lrm: 0.96 | dt: 98ms | tok/sec: 10,399 | mfu: 0.0% | epoch: 1 | remaining: 144s    
step 01674 (52.1%) | loss: 4.723752 | lrm: 0.96 | dt: 96ms | tok/sec: 10,617 | mfu: 0.0% | epoch: 1 | remaining: 144s    
step 01675 (52.1%) | loss: 4.703603 | lrm: 0.96 | dt: 88ms | tok/sec: 11,611 | mfu: 0.0% | epoch: 1 | remaining: 143s    
step 01676 (52.2%) | loss: 4.714041 | lrm: 0.96 | dt: 95ms | tok/sec: 10,758 | mfu: 0.0% | epoch: 1 | remaining: 143s    
step 01677 (52.2%) | loss: 4.700032 | lrm: 0.96 | dt: 105ms | tok/sec: 9,772 | mfu: 0.0% | epoch: 1 | remaining: 143s    
step 01678 (52.2%) | loss: 4.730980 | lrm: 0.96 | dt: 87ms | tok/sec: 11,729 | mfu: 0.0% | epoch: 1 | remaining: 143s    
step 01679 (52.3%) | loss: 4.750431 | lrm: 0.95 | dt: 101ms | tok/sec: 10,137 | mfu: 0.0% | epoch: 1 | remaining: 143s    
step 01680 (52.3%) | loss: 4.763108 | lrm: 0.95 | dt: 93ms | tok/sec: 11,045 | mfu: 0.0% | epoch: 1 | remaining: 143s    
step 01681 (52.3%) | loss: 4.785962 | lrm: 0.95 | dt: 101ms | tok/sec: 10,186 | mfu: 0.0% | epoch: 1 | remaining: 143s    
step 01682 (52.4%) | loss: 4.806259 | lrm: 0.95 | dt: 85ms | tok/sec: 12,068 | mfu: 0.0% | epoch: 1 | remaining: 143s    
step 01683 (52.4%) | loss: 4.838599 | lrm: 0.95 | dt: 110ms | tok/sec: 9,308 | mfu: 0.0% | epoch: 1 | remaining: 143s    
step 01684 (52.4%) | loss: 4.832201 | lrm: 0.95 | dt: 80ms | tok/sec: 12,785 | mfu: 0.0% | epoch: 1 | remaining: 143s    
step 01685 (52.5%) | loss: 4.834778 | lrm: 0.95 | dt: 106ms | tok/sec: 9,654 | mfu: 0.0% | epoch: 1 | remaining: 142s    
